ResponseId,EndDate,team_name,themes,Issue,Month.1,Month.2,Month.3,Month.4,Month.5,Month.6,Month.7,Month.8,Month.9,Month.10,Month.11,Month.12,confidence,subexpert,pub,basis,numpred_4,covidcondyn,covidmeas,covidest_1,covidest_2,covidest_3,covidest_4,covidest_5,covidest_6,covidest_7,covidest_8,covidest_9,covidest_10,covidest_11,covidest_12,Method
R_22JrVlYufUZNS2h,5/15/2020 3:47,BlackSwanrevised,"2,3",ideolrep,33,35,34,35,34,35,34,34,35,34,35,34,1,5,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_22JrVlYufUZNS2h,5/15/2020 3:47,BlackSwanrevised,"2,3",ideoldem,39,41,40,41,40,41,40,40,41,40,41,40,1,5,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_cD94fLrgJK1053j,5/20/2020 17:03,blue duiker,4,polar,82,85.5,83,87.5,86,93,90.5,90.5,87,85.75,87,84,4,2,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_5mXcGasI1QWezgl,5/21/2020 10:27,fearfulastra,"1,2,3,4,5,6,7,8,9,10",lifesat,6.508629782,6.444670458,6.407886591,6.431860061,6.458139553,6.480067496,6.484948271,6.489671601,6.494552377,6.499433152,6.503841594,6.508722369,5,1,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_5mXcGasI1QWezgl,5/21/2020 10:27,fearfulastra,"1,2,3,4,5,6,7,8,9,10",posaffect,-0.867,-1.153,-0.977,-1.167,-1.091,-0.881,-0.885,-0.889,-0.893,-0.896,-0.9,-0.904,2,1,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_5mXcGasI1QWezgl,5/21/2020 10:27,fearfulastra,"1,2,3,4,5,6,7,8,9,10",negaffect,0.939,1.023,0.931,1.17,1.08,0.856,0.858,0.86,0.862,0.863,0.865,0.867,2,1,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_5mXcGasI1QWezgl,5/21/2020 10:27,fearfulastra,"1,2,3,4,5,6,7,8,9,10",ideolrep,37.476,36.928,36.604,36.981,37.405,38.089,38.158,38.225,38.295,38.364,38.427,38.496,3,1,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_5mXcGasI1QWezgl,5/21/2020 10:27,fearfulastra,"1,2,3,4,5,6,7,8,9,10",ideoldem,42.945,44.35,43.841,44.432,45.084,45.88,45.97,46.058,46.148,46.238,46.319,46.409,3,1,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_5mXcGasI1QWezgl,5/21/2020 10:27,fearfulastra,"1,2,3,4,5,6,7,8,9,10",polar,84.028,86.978,85.911,83.894,85.228,85.078,85.353,85.618,85.893,86.168,86.416,86.691,1,1,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_5mXcGasI1QWezgl,5/21/2020 10:27,fearfulastra,"1,2,3,4,5,6,7,8,9,10",iasian,0.385548854,0.38927426,0.385510388,0.376900089,0.406981987,0.400610265,0.369292817,0.36604386,0.392690013,0.408920358,0.395477622,0.384341537,3,1,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_5mXcGasI1QWezgl,5/21/2020 10:27,fearfulastra,"1,2,3,4,5,6,7,8,9,10",easian,-0.004,-0.056,-0.042,-0.047,-0.025,0.004,0.005,0.005,0.006,0.007,0.007,0.008,1,1,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_5mXcGasI1QWezgl,5/21/2020 10:27,fearfulastra,"1,2,3,4,5,6,7,8,9,10",iafric,0.315,0.319,0.313,0.301,0.311,0.311,0.311,0.311,0.31,0.31,0.31,0.31,2,1,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_5mXcGasI1QWezgl,5/21/2020 10:27,fearfulastra,"1,2,3,4,5,6,7,8,9,10",eafric,-0.052,-0.089,-0.132,-0.15,-0.13,-0.144,-0.147,-0.15,-0.153,-0.157,-0.16,-0.163,3,1,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_5mXcGasI1QWezgl,5/21/2020 10:27,fearfulastra,"1,2,3,4,5,6,7,8,9,10",igend,0.361,0.357,0.365,0.35,0.354,0.357,0.357,0.356,0.356,0.356,0.355,0.355,2,1,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_5mXcGasI1QWezgl,5/21/2020 10:27,fearfulastra,"1,2,3,4,5,6,7,8,9,10",egend,0.806,0.8,0.805,0.778,0.79,0.774,0.771,0.769,0.766,0.763,0.761,0.758,3,1,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_xyX2gsbAcFlJDt7,5/21/2020 14:49,NotGreatWithNamesTeam,"1,5,7,8,9",lifesat,6.359,6.35,6.345,6.3619,6.3619,6.3619,6.3619,6.3619,6.3619,6.3619,6.3619,6.3619,5,4,2,4,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_xyX2gsbAcFlJDt7,5/21/2020 14:49,NotGreatWithNamesTeam,"1,5,7,8,9",iasian,0.318796,0.318796,0.318796,0.318796,0.318796,0.318796,0.318796,0.318796,0.318796,0.318796,0.318796,0.318796,6,2,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_1KrKirHTAtmQWfG,5/21/2020 15:21,FMTeam,"1,5,7,8,9",lifesat,6.3619,6.3619,6.3619,6.3619,6.3619,6.3619,6.3619,6.3619,6.3619,6.3619,6.3619,6.3619,5,2,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_1KrKirHTAtmQWfG,5/21/2020 15:21,FMTeam,"1,5,7,8,9",iasian,0.386282,0.386282,0.386282,0.386282,0.386282,0.386282,0.386282,0.386282,0.386282,0.386282,0.386282,0.386282,6,1,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_1KrKirHTAtmQWfG,5/21/2020 15:21,FMTeam,"1,5,7,8,9",iafric,0.318796,0.318796,0.318796,0.318796,0.318796,0.318796,0.318796,0.318796,0.318796,0.318796,0.318796,0.318796,6,2,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_1KrKirHTAtmQWfG,5/21/2020 15:21,FMTeam,"1,5,7,8,9",eafric,-0.034875,-0.034875,-0.034875,-0.034875,-0.034875,-0.034875,-0.034875,-0.034875,-0.034875,-0.034875,-0.034875,-0.034875,6,2,2,4,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_1KrKirHTAtmQWfG,5/21/2020 15:21,FMTeam,"1,5,7,8,9",igend,0.365108,0.365108,0.365108,0.365108,0.365108,0.365108,0.365108,0.365108,0.365108,0.365108,0.365108,0.365108,6,2,2,4,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_2wpETv2fShVR2Zx,5/21/2020 16:07,Skuld Forecasting Systems,3,ideolrep,35.7,35.66,35.48,35.22,34.95,34.69,34.46,34.26,34.08,33.92,33.82,33.71,3,5,2,"1,3,4",7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed
R_2wpETv2fShVR2Zx,5/21/2020 16:07,Skuld Forecasting Systems,3,ideoldem,43.8,43.75,43.54,43.24,42.91,42.6,42.33,42.09,41.88,41.71,41.57,41.45,3,5,2,"1,3,4",7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed
R_3sig6taL2uqG5wp,5/22/2020 2:34,RTTMT,"1,2,3,4,5,6,7,8,9,10",lifesat,6.361904877,6.361904877,6.361904877,6.361904877,6.361904877,6.361904877,6.361904877,6.361904877,6.361904877,6.361904877,6.361904877,6.361904877,3,2,1,"1,2,4,5",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed
R_3sig6taL2uqG5wp,5/22/2020 2:34,RTTMT,"1,2,3,4,5,6,7,8,9,10",posaffect,-0.97,-0.97,-0.97,-0.97,-0.97,-0.97,-0.97,-0.97,-0.97,-0.97,-0.97,-0.97,1,1,2,"1,5",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed
R_3sig6taL2uqG5wp,5/22/2020 2:34,RTTMT,"1,2,3,4,5,6,7,8,9,10",negaffect,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,1,1,2,"1,5",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed
R_3sig6taL2uqG5wp,5/22/2020 2:34,RTTMT,"1,2,3,4,5,6,7,8,9,10",ideolrep,36.69545774,36.69545774,36.69545774,36.69545774,36.69545774,36.69545774,36.69545774,36.69545774,36.69545774,36.69545774,36.69545774,36.69545774,1,1,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_3sig6taL2uqG5wp,5/22/2020 2:34,RTTMT,"1,2,3,4,5,6,7,8,9,10",ideoldem,43.30266437,43.30266437,43.30266437,43.30266437,43.30266437,43.30266437,43.30266437,43.30266437,43.30266437,43.30266437,43.30266437,43.30266437,1,1,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_ZDzzja7ctGRI0Df,5/22/2020 3:50,King Octopus,1,lifesat,6.50142,6.47,6.33,6.18,6.24,6.3,6.33,6.35,6.4,6.45,6.4,6.42,2,5,2,"1,2,5",12,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed
R_2tM97nv8vKVkiWV,5/22/2020 5:12,Broken Mirror Neurons,"1,4,5,6",lifesat,6.43,6.4,6.37,6.36,6.4,6.42,6.43,6.42,6.44,6.48,6.49,6.49,3,4,2,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_2tM97nv8vKVkiWV,5/22/2020 5:12,Broken Mirror Neurons,"1,4,5,6",polar,78,75,78,82,85,83,86,84,86,79,80,77,4,4,2,"1,2",6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_2tM97nv8vKVkiWV,5/22/2020 5:12,Broken Mirror Neurons,"1,4,5,6",iasian,0.47,0.46,0.45,0.45,0.43,0.47,0.42,0.4,0.39,0.4,0.37,0.36,6,4,2,"1,2",5,1,5,1500000,1750000,2000000,2250000,2300000,2400000,2500000,2600000,2700000,2800000,2900000,3000000,Intuition/Theory
R_2tM97nv8vKVkiWV,5/22/2020 5:12,Broken Mirror Neurons,"1,4,5,6",easian,0.25,0.26,0.24,0.2,0.14,0.21,0.2,0.16,0.15,0.06,0.04,0.05,6,4,2,"1,2",9,1,5,1500000,1750000,2000000,2250000,2300000,2400000,2500000,2600000,2700000,2800000,2900000,3000000,Intuition/Theory
R_1hBj0OFNl0kStor,5/22/2020 8:16,Imielin,"1,2,3,4,5,6,7,8,9,10",lifesat,6.2,6.25,6.1,6.1,6,6,5.8,6,5.8,5.8,5.9,6,4,5,1,"1,2",8,1,4,26000,27000,28000,29000,30000,31000,34000,35000,36000,37000,38000,39000,Intuition/Theory
R_1hBj0OFNl0kStor,5/22/2020 8:16,Imielin,"1,2,3,4,5,6,7,8,9,10",posaffect,-1.35,-1.25,-1.15,-1.15,-1.28,-1.28,-1.28,-1,-1.1,-1.2,-1,-0.9,4,2,2,1,8,1,4,25000,26000,27000,28000,29000,30000,31000,32000,33000,34000,35000,36000,Intuition/Theory
R_1hBj0OFNl0kStor,5/22/2020 8:16,Imielin,"1,2,3,4,5,6,7,8,9,10",negaffect,2.54,2.42,2.22,2.21,2.1,2.2,2.35,2.12,2.11,2.2,2.1,2,4,2,2,1,8,1,4,25000,26000,27000,28000,29000,30000,31000,32000,33000,34000,35000,36000,Intuition/Theory
R_1hBj0OFNl0kStor,5/22/2020 8:16,Imielin,"1,2,3,4,5,6,7,8,9,10",ideolrep,35.02,37.04,37.09,37.2,37.22,37.25,37.3,37.32,37.4,37.5,38.01,38.5,3,1,2,1,8,1,4,25000,26000,27000,28000,29000,30000,31000,32000,33000,34000,35000,36000,Intuition/Theory
R_1hBj0OFNl0kStor,5/22/2020 8:16,Imielin,"1,2,3,4,5,6,7,8,9,10",ideoldem,43.01,43.04,43.05,43.06,43.1,43.08,43,43.04,43.07,43.06,43.09,43.04,3,1,2,1,8,1,4,25000,26000,27000,28000,29000,30000,31000,32000,33000,34000,35000,36000,Intuition/Theory
R_1hBj0OFNl0kStor,5/22/2020 8:16,Imielin,"1,2,3,4,5,6,7,8,9,10",polar,83,84,86,84,83,85,88,82,86,83,84,85,4,1,2,1,5,1,4,25000,26000,27000,28000,29000,30000,31000,32000,33000,34000,35000,36000,Intuition/Theory
R_1hBj0OFNl0kStor,5/22/2020 8:16,Imielin,"1,2,3,4,5,6,7,8,9,10",iasian,0.44,0.45,0.46,0.45,0.46,0.44,0.45,0.44,0.46,0.45,0.46,0.44,4,1,2,1,7,1,4,25000,26000,27000,28000,29000,30000,31000,32000,33000,34000,35000,36000,Intuition/Theory
R_1hBj0OFNl0kStor,5/22/2020 8:16,Imielin,"1,2,3,4,5,6,7,8,9,10",easian,0.14,0.13,0.14,0.13,0.13,0.14,0.15,0.14,0.13,0.14,0.14,0.13,3,1,2,1,8,1,4,25000,26000,27000,28000,29000,30000,31000,32000,33000,34000,35000,36000,Intuition/Theory
R_1hBj0OFNl0kStor,5/22/2020 8:16,Imielin,"1,2,3,4,5,6,7,8,9,10",iafric,0.34,0.33,0.33,0.32,0.32,0.33,0.32,0.31,0.31,0.32,0.31,0.31,4,1,2,1,7,1,4,25000,26000,27000,28000,29000,30000,31000,32000,33000,34000,35000,36000,Intuition/Theory
R_1hBj0OFNl0kStor,5/22/2020 8:16,Imielin,"1,2,3,4,5,6,7,8,9,10",eafric,-0.07,-0.07,-0.06,-0.05,-0.06,-0.05,-0.07,-0.05,-0.06,-0.05,-0.04,-0.03,4,1,2,1,8,1,4,25000,26000,27000,28000,29000,30000,31000,32000,33000,34000,35000,36000,Intuition/Theory
R_1hBj0OFNl0kStor,5/22/2020 8:16,Imielin,"1,2,3,4,5,6,7,8,9,10",igend,0.39,0.4,0.41,0.4,0.4,0.4,0.41,0.4,0.39,0.39,0.39,0.4,4,1,2,1,9,1,4,25000,26000,27000,28000,29000,30000,31000,32000,33000,34000,35000,36000,Intuition/Theory
R_1hBj0OFNl0kStor,5/22/2020 8:16,Imielin,"1,2,3,4,5,6,7,8,9,10",egend,0.9,0.89,0.91,0.91,0.9,0.89,0.89,0.88,0.88,0.89,0.88,0.88,4,1,2,1,9,1,4,25000,26000,27000,28000,29000,30000,31000,32000,33000,34000,35000,36000,Intuition/Theory
R_3j7K6Ger5hGCVIr,5/22/2020 12:36,Nurni Flowenol,1,lifesat,6.2,6.1,6.2,6.2,6.2,6.1,6,5.9,5.9,5.8,5.9,5.9,3,4,1,"1,5",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed
R_C9NX7uA8BLUDd2p,5/22/2020 15:30,4 chimps with a dart,1,lifesat,6.371621834,6.311220741,6.343768437,6.348063229,6.370721334,6.396651361,6.413989808,6.407538238,6.406474128,6.424569907,6.437782509,6.43919129,2,2,1,"1,2,4,5",41,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed
R_1mpWg38aa9BMatM,5/22/2020 17:23,SCREEN Team,"1,2,3,4",lifesat,5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,6,6,6,6,4,6,2,"1,2",4,1,4,90000,100000,105000,110000,115000,120000,125000,130000,135000,140000,140000,140000,Intuition/Theory
R_1mpWg38aa9BMatM,5/22/2020 17:23,SCREEN Team,"1,2,3,4",posaffect,-2.5,-2,-2,-2,-2,-2,-1.5,-1.5,-2,-2,-2,-2,5,6,1,"1,2",6,1,5,600000,700000,800000,900000,1000000,1100000,1200000,1300000,1400000,1500000,1500000,1500000,Intuition/Theory
R_1mpWg38aa9BMatM,5/22/2020 17:23,SCREEN Team,"1,2,3,4",negaffect,2.5,2,2,1.8,1.8,1.8,1.5,1.5,1.8,1.8,1.8,1.8,5,6,1,"1,2",6,1,5,600000,700000,800000,900000,1000000,1100000,1200000,1300000,1400000,1500000,1500000,1500000,Intuition/Theory
R_1mpWg38aa9BMatM,5/22/2020 17:23,SCREEN Team,"1,2,3,4",ideolrep,35,30,25,25,25,25,25,25,25,25,25,25,2,1,2,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_1mpWg38aa9BMatM,5/22/2020 17:23,SCREEN Team,"1,2,3,4",ideoldem,45,50,50,50,55,55,55,55,55,55,55,55,2,1,2,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_1mpWg38aa9BMatM,5/22/2020 17:23,SCREEN Team,"1,2,3,4",polar,85,90,85,80,80,75,75,80,80,80,80,80,2,1,2,1,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_ZlWXYoDU53yJZst,5/22/2020 18:58,MORDEAUX Team,"5,7,9",iasian,0.37,0.41,0.41,0.4,0.4,0.39,0.39,0.39,0.4,0.37,0.37,0.39,4,5,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_ZlWXYoDU53yJZst,5/22/2020 18:58,MORDEAUX Team,"5,7,9",iafric,0.3151,0.3146,0.3264,0.3204,0.3233,0.3247,0.3136,0.3159,0.3139,0.3114,0.3148,0.3197,5,5,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_ZlWXYoDU53yJZst,5/22/2020 18:58,MORDEAUX Team,"5,7,9",igend,0.3627,0.3693,0.3723,0.3604,0.3666,0.3603,0.367,0.3579,0.3745,0.3569,0.3588,0.3622,5,5,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_2ZKRjwRKzN67eJY,5/22/2020 22:42,Team Funemployed,1,lifesat,5.046847,4.375611,4.33403,4.292449,4.250868,4.506294,4.76172,5.017147,5.094369,5.171591,5.248812,5.296334,4,4,2,"2,4,5",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed
R_1eOzg1yvQRxoVr0,5/24/2020 16:04,WeGen,"1,2",lifesat,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,4,9,1,"1,2",2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_1eOzg1yvQRxoVr0,5/24/2020 16:04,WeGen,"1,2",posaffect,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,"1,2",NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_1eOzg1yvQRxoVr0,5/24/2020 16:04,WeGen,"1,2",negaffect,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,"1,2",NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_3je47BZiW0vsXxb,5/25/2020 16:30,Haku,"1,3,4,5,6",lifesat,6.251240329,6.320967712,6.251240329,6.181512947,6.111785565,6.042058182,5.9723308,5.9723308,6.111785565,6.181512947,6.251240329,6.314159915,2,2,2,5,3,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_3fYLuMJqqxpujqn,5/26/2020 15:29,Haifa_Team,"1,10",lifesat,5.7,5.8,5.9,6.4,6.4,6.35,6.3,6.4,6.3,6.2,6.5,6.6,4,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_3fYLuMJqqxpujqn,5/26/2020 15:29,Haifa_Team,"1,10",egend,0.85,0.9,0.87,0.92,0.79,0.82,0.85,0.9,0.79,0.85,0.93,0.96,2,2,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_2tr58oLYN0VNmIZ,5/26/2020 16:22,md2000,1,lifesat,6.2,6.35,6.1,6.1,6,6,6.1,6.2,6.1,6.1,6,6,1,1,2,1,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_2aKoSThX91WupmH,5/26/2020 17:29,md2000,3,ideolrep,38,39,38,37,38,37,36,36,36,36,37,37,1,1,2,1,5,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_2aKoSThX91WupmH,5/26/2020 17:29,md2000,3,ideoldem,44,45,45,46,47,47,48,48,48,48,47,46,1,1,2,1,5,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_bIXpphfS5SwVH4l,5/26/2020 17:35,md2000,4,polar,81,82,83,86,87,88,90,88,84,83,85,86,1,1,2,1,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_239sC1pcvWFRDp0,5/26/2020 17:43,md2000,6,easian,0.1,0.1,0.1,0.15,0.15,0.15,0.15,0.1,0.1,0.1,0.05,0.05,1,1,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_1jJ4bv4NOSxgrke,5/26/2020 21:48,Goldensaber,"3,4",ideolrep,36.7,36.7,36.4,36.4,36.7,37,37.5,37.7,37.7,37.7,37.7,37.7,2,10,1,"1,2",3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_1jJ4bv4NOSxgrke,5/26/2020 21:48,Goldensaber,"3,4",ideoldem,43.3,43.3,43,42.5,42.3,41,40.6,40.6,40.6,40.6,40.6,40.6,2,10,1,"1,2",3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_1jJ4bv4NOSxgrke,5/26/2020 21:48,Goldensaber,"3,4",polar,82.5,83,83.35,84,84.5,83.35,83.35,83.35,83.35,83.35,83.35,83.35,2,9,1,"1,2",2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_XhWt0WhYksIvwI1,5/27/2020 14:56,CheeseCake,"1,2,6",lifesat,6.5,6.6,6.6,6.6,6.6,6.5,6.4,6.4,6.3,6.3,6.3,6.4,5,9,1,"1,2",6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_XhWt0WhYksIvwI1,5/27/2020 14:56,CheeseCake,"1,2,6",posaffect,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,6,1,1,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
